Utbildningsområde,Utbildningsnamn,YH-poäng,Anordnare,Kommun 1,Kommun 2,Kommun 3,Kommun 4,Kommun 5,Kommun 6,Platser med start 2020,Platser med start 2021,Utbildningsnummer,Källa,Sheet,Definitioner och förklaringar,Kommun 7,Kommun 8,Kommun 9,Kommun 10,Platser med start och avslut 2020,Diarienummer,Beslut,Anordnare namn,Antal beviljade platser 2023,Antal beviljade platser 2024,Totalt antal beviljade platser,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner,Sökt utbildningsområde,Sökt antal platser 2023,Sökt antal platser 2024,Sökt antal platser 2024 (start och avslut 2024),Sökt antal platser 2025,Sökt antal platser 2026,Sökt antal  platser 2021,Sökt antal platser 2022,Antal beviljade platser 2022,Antal beviljade platser start 2024,Antal beviljade platser start och slut 2024,Antal beviljade platser start 2025,Antal beviljade platser 2021
,Språkutveckling inriktning barn och unga,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1094,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Språkutveckling inriktning barn och unga,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1094,,,,,,Linköping,Östergötland,Linköping-Norrköping,2.0,2.0,2.0,,,,,,,,,,,,,
,"Psykisk ohälsa, suicid och suicidprevention",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1096,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,"Psykisk ohälsa, suicid och suicidprevention",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1096,,,,,,Linköping,Östergötland,Linköping-Norrköping,3.0,3.0,3.0,,,,,,,,,,,,,
,"Psykisk ohälsa, suicid och suicidprevention",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1096,,,,,,Västerås,Västmanland,Västerås,3.0,3.0,3.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1098,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1098,,,,,,Eskilstuna,Södermanland,Eskilstuna,3.0,3.0,3.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1098,,,,,,Linköping,Östergötland,Linköping-Norrköping,3.0,3.0,3.0,,,,,,,,,,,,,
,Palliativ vård,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1100,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Palliativ vård,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1100,,,,,,Linköping,Östergötland,Linköping-Norrköping,3.0,3.0,3.0,,,,,,,,,,,,,
,Palliativ vård,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1100,,,,,,Eskilstuna,Södermanland,Eskilstuna,3.0,3.0,3.0,,,,,,,,,,,,,
,NPF inriktning barn och unga,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1102,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,NPF inriktning barn och unga,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1102,,,,,,Linköping,Östergötland,Linköping-Norrköping,2.0,2.0,2.0,,,,,,,,,,,,,
,Implementering av välfärdsteknik inom vård och omsorg ,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1109,,,,,,Linköping,Östergötland,Linköping-Norrköping,3.0,3.0,3.0,,,,,,,,,,,,,
,Implementering av välfärdsteknik inom vård och omsorg ,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1109,,,,,,Eskilstuna,Södermanland,Eskilstuna,3.0,3.0,3.0,,,,,,,,,,,,,
,Implementering av välfärdsteknik inom vård och omsorg ,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1109,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Mikrobiologi och vårdhygien,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1112,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Mikrobiologi och vårdhygien,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1112,,,,,,Umeå,Västerbotten,Umeå,3.0,3.0,3.0,,,,,,,,,,,,,
,Mikrobiologi och vårdhygien,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1112,,,,,,Uddevalla,Västra Götaland,Trollhättan-Vänersborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Missbruk och beroende,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1117,,,,,,Uppsala,Uppsala,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Missbruk och beroende,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1117,,,,,,Karlstad,Värmland,Karlstad,5.0,5.0,5.0,,,,,,,,,,,,,
,Missbruk och beroende,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1117,,,,,,Örebro,Örebro,Örebro,5.0,5.0,5.0,,,,,,,,,,,,,
,Missbruk och beroende,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1117,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,5.0,5.0,,,,,,,,,,,,,
,Missbruk och beroende,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1117,,,,,,Varberg,Halland,Göteborg,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1133,,,,,,Västerås,Västmanland,Västerås,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1133,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1133,,,,,,Umeå,Västerbotten,Umeå,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1133,,,,,,Malmö,Skåne,Malmö-Lund,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1133,,,,,,Uddevalla,Västra Götaland,Trollhättan-Vänersborg,5.0,5.0,5.0,,,,,,,,,,,,,
,Omvårdnad vid hjärt-kärlsjukdomar,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1134,,,,,,Göteborg,Västra Götaland,Göteborg,4.0,4.0,4.0,,,,,,,,,,,,,
,Omvårdnad vid hjärt-kärlsjukdomar,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1134,,,,,,Umeå,Västerbotten,Umeå,4.0,4.0,4.0,,,,,,,,,,,,,
,Omvårdnad vid hjärt-kärlsjukdomar,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1134,,,,,,Växjö,Kronoberg,Växjö,4.0,4.0,4.0,,,,,,,,,,,,,
,Omvårdnad vid hjärt-kärlsjukdomar,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1134,,,,,,Stockholm,Stockholm,Stockholm,4.0,4.0,4.0,,,,,,,,,,,,,
,Solcellsinstallation ,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1137,,,,,,Göteborg,Västra Götaland,Göteborg,2.0,2.0,2.0,,,,,,,,,,,,,
,Solcellsinstallation ,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1137,,,,,,Huddinge,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Grön vätgas - tillämpning och utveckling,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1141,,,,,,Boden,Norrbotten,Luleå,2.0,1.0,1.0,,,,,,,,,,,,,
,Grön vätgas - tillämpning och utveckling,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1141,,,,,,Luleå,Norrbotten,Luleå,2.0,1.0,1.0,,,,,,,,,,,,,
,Fjärrpilot för drönare,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1144,,,,,,Mullsjö,Jönköping,Jönköping,2.0,2.0,2.0,,,,,,,,,,,,,
,Fjärrpilot för drönare,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1144,,,,,,Örnsköldsvik,Västernorrland,Örnsköldsvik,2.0,2.0,2.0,,,,,,,,,,,,,
,Strategisk energisamordning,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1164,,,,,,Göteborg,Västra Götaland,Göteborg,4.0,4.0,4.0,,,,,,,,,,,,,
,Strategisk energisamordning,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1164,,,,,,Malmö,Skåne,Malmö-Lund,4.0,4.0,4.0,,,,,,,,,,,,,
,Strategisk energisamordning,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1164,,,,,,Falun,Dalarna,Falun-Borlänge,4.0,4.0,4.0,,,,,,,,,,,,,
,Strategisk energisamordning,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1164,,,,,,Stockholm,Stockholm,Stockholm,4.0,4.0,4.0,,,,,,,,,,,,,
,"E-hälsa, digitalisering och välfärdsteknik inom vård och omsorg",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1166,,,,,,Gotland,Gotland,Gotland,5.0,4.0,5.0,,,,,,,,,,,,,
,"E-hälsa, digitalisering och välfärdsteknik inom vård och omsorg",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1166,,,,,,Mellerud,Västra Götaland,Trollhättan-Vänersborg,5.0,4.0,5.0,,,,,,,,,,,,,
,"E-hälsa, digitalisering och välfärdsteknik inom vård och omsorg",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1166,,,,,,Örnsköldsvik,Västernorrland,Örnsköldsvik,5.0,4.0,5.0,,,,,,,,,,,,,
,"E-hälsa, digitalisering och välfärdsteknik inom vård och omsorg",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1166,,,,,,Mörbylånga,Kalmar,Kalmar,5.0,4.0,5.0,,,,,,,,,,,,,
,"E-hälsa, digitalisering och välfärdsteknik inom vård och omsorg",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1166,,,,,,Åmål,Västra Götaland,Karlstad,5.0,4.0,5.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1167,,,,,,Karlstad,Värmland,Karlstad,5.0,5.0,5.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1167,,,,,,Örebro,Örebro,Örebro,5.0,5.0,5.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1167,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1167,,,,,,Jönköping,Jönköping,Jönköping,5.0,5.0,5.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1167,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,5.0,5.0,,,,,,,,,,,,,
,Våld i nära relation,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1171,,,,,,Varberg,Halland,Göteborg,5.0,5.0,5.0,,,,,,,,,,,,,
,Våld i nära relation,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1171,,,,,,Kalmar,Kalmar,Kalmar,5.0,5.0,5.0,,,,,,,,,,,,,
,Våld i nära relation,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1171,,,,,,Uppsala,Uppsala,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Våld i nära relation,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1171,,,,,,Örebro,Örebro,Örebro,5.0,5.0,5.0,,,,,,,,,,,,,
,Våld i nära relation,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1171,,,,,,Karlstad,Värmland,Karlstad,5.0,5.0,5.0,,,,,,,,,,,,,
,Automation för livsmedelsindustrin,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1172,,,,,,Stockholm,Stockholm,Stockholm,4.0,4.0,4.0,,,,,,,,,,,,,
,Automation för livsmedelsindustrin,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1172,,,,,,Linköping,Östergötland,Linköping-Norrköping,4.0,4.0,4.0,,,,,,,,,,,,,
,Automation för livsmedelsindustrin,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1172,,,,,,Göteborg,Västra Götaland,Göteborg,4.0,4.0,4.0,,,,,,,,,,,,,
,Automation för livsmedelsindustrin,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1172,,,,,,Lund,Skåne,Malmö-Lund,4.0,4.0,4.0,,,,,,,,,,,,,
,Power grids - smarta elnät,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1181,,,,,,Västerås,Västmanland,Västerås,2.0,2.0,2.0,,,,,,,,,,,,,
,Power grids - smarta elnät,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1181,,,,,,Ludvika,Dalarna,Ludvika,2.0,2.0,2.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1207,,,,,,Karlstad,Värmland,Karlstad,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1207,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1207,,,,,,Växjö,Kronoberg,Växjö,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1207,,,,,,Umeå,Västerbotten,Umeå,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk ohälsa hos äldre,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1207,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,5.0,5.0,,,,,,,,,,,,,
,GMP- Good Manufacturing Practice,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1233,,,,,,Lund,Skåne,Malmö-Lund,4.0,4.0,4.0,,,,,,,,,,,,,
,GMP- Good Manufacturing Practice,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1233,,,,,,Linköping,Östergötland,Linköping-Norrköping,4.0,4.0,4.0,,,,,,,,,,,,,
,GMP- Good Manufacturing Practice,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1233,,,,,,Stockholm,Stockholm,Stockholm,4.0,4.0,4.0,,,,,,,,,,,,,
,GMP- Good Manufacturing Practice,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1233,,,,,,Göteborg,Västra Götaland,Göteborg,4.0,4.0,4.0,,,,,,,,,,,,,
,Fastighetsautomation och energioptimering,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1251,,,,,,Borås,Västra Götaland,Borås,2.0,2.0,2.0,,,,,,,,,,,,,
,Fastighetsautomation och energioptimering,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1251,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Sustainability Change Leadership,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1254,,,,,,Karlskrona,Blekinge,Karlskrona,2.0,2.0,2.0,,,,,,,,,,,,,
,Sustainability Change Leadership,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1254,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Hållbar avel och hästuppfödning,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1269,,,,,,Hallstahammar,Västmanland,Västerås,2.0,2.0,2.0,,,,,,,,,,,,,
,Hållbar avel och hästuppfödning,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1269,,,,,,Lund,Skåne,Malmö-Lund,2.0,2.0,2.0,,,,,,,,,,,,,
,Medicinsk fördjupning - Patofysiologi,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1281,,,,,,Västerås,Västmanland,Västerås,5.0,5.0,5.0,,,,,,,,,,,,,
,Medicinsk fördjupning - Patofysiologi,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1281,,,,,,Malmö,Skåne,Malmö-Lund,5.0,5.0,5.0,,,,,,,,,,,,,
,Medicinsk fördjupning - Patofysiologi,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1281,,,,,,Falun,Dalarna,Falun-Borlänge,5.0,5.0,5.0,,,,,,,,,,,,,
,Medicinsk fördjupning - Patofysiologi,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1281,,,,,,Umeå,Västerbotten,Umeå,5.0,5.0,5.0,,,,,,,,,,,,,
,Medicinsk fördjupning - Patofysiologi,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1281,,,,,,Luleå,Norrbotten,Luleå,5.0,5.0,5.0,,,,,,,,,,,,,
,Hållbara försörjningskedjor inom industrin,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1283,,,,,,Falun,Dalarna,Falun-Borlänge,2.0,2.0,2.0,,,,,,,,,,,,,
,Hållbara försörjningskedjor inom industrin,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1283,,,,,,Örnsköldsvik,Västernorrland,Örnsköldsvik,2.0,2.0,2.0,,,,,,,,,,,,,
,Avancerad omsorg-fördjupad sjukdomslära,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1292,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Avancerad omsorg-fördjupad sjukdomslära,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1292,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Avancerad omsorg-omvårdnad och proaktiva insatser,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1293,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Avancerad omsorg-omvårdnad och proaktiva insatser,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1293,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Näring och hälsa,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1294,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Näring och hälsa,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1294,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Palliativ vård,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1295,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Palliativ vård,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1295,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Välfärdsteknik och medicinteknik i hemmet,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1296,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Välfärdsteknik och medicinteknik i hemmet,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1296,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Äldrepsykiatri,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1297,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Äldrepsykiatri,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1297,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,"Digitalisering, Smartin Industri och Industri 4.0",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1301,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,"Digitalisering, Smartin Industri och Industri 4.0",,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1301,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Industriell ekonomi,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1302,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Industriell ekonomi,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1302,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Kvalitetsteknik,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1303,,,,,,Fagersta,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Kvalitetsteknik,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1303,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
,Produktionsprocesser och beredning ,,,,,,,,,,,,inkomna-ansokningar-2023-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2023/1304,,,,,,Köping,Västmanland,Västerås,2.0,1.0,1.0,,,,,,,,,,,,,
