Utbildningsområde,Utbildningsnamn,YH-poäng,Anordnare,Kommun 1,Kommun 2,Kommun 3,Kommun 4,Kommun 5,Kommun 6,Platser med start 2020,Platser med start 2021,Utbildningsnummer,Källa,Sheet,Definitioner och förklaringar,Kommun 7,Kommun 8,Kommun 9,Kommun 10,Platser med start och avslut 2020,Diarienummer,Beslut,Anordnare namn,Antal beviljade platser 2023,Antal beviljade platser 2024,Totalt antal beviljade platser,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner,Sökt utbildningsområde,Sökt antal platser 2023,Sökt antal platser 2024,Sökt antal platser 2024 (start och avslut 2024),Sökt antal platser 2025,Sökt antal platser 2026,Sökt antal  platser 2021,Sökt antal platser 2022,Antal beviljade platser 2022,Antal beviljade platser start 2024,Antal beviljade platser start och slut 2024,Antal beviljade platser start 2025,Antal beviljade platser 2021
Teknik och tillverkning,Smart och hållbar energilagring inom batteri och vätgas,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1306,Beviljad,KYH AB Göteborg,30.0,30.0,60.0,Göteborg,Västra Götaland,Göteborg,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,3D-CAD Markarbete och anläggning,25.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1307,Beviljad,KYH AB Malmö,0.0,30.0,30.0,Malmö,Skåne,Malmö-Lund,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Schaktfritt ledningsbyggande,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1308,Beviljad,KYH AB Malmö,30.0,30.0,60.0,Malmö,Skåne,Malmö-Lund,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Automation för fastigheter,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1309,Beviljad,KYH AB Stockholm,30.0,30.0,60.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Energisimulering i IDA ICE,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1310,Avslag,KYH AB,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Data/IT,Cybersäkerhet inom kritisk infrastruktur,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1312,Avslag,KYH AB Stockholm,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
"Lantbruk, djurvård, trädgård, skog och fiske",Att tillvarata trädens nytta i staden- från planering till anläggning och skötsel,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1317,Beviljad,"Mariestads kommun, Dacapo Mariestad",0.0,25.0,25.0,Mariestad,Västra Götaland,Skövde-Skara,1.0,1.0,1.0,,,,,,,,,,,,,
"Lantbruk, djurvård, trädgård, skog och fiske",Bevara och återskapa natur- från idé till genomförande inom den kommunala utvecklingen,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1318,Beviljad,"Mariestads kommun, Dacapo Mariestad",0.0,25.0,25.0,Mariestad,Västra Götaland,Skövde-Skara,1.0,1.0,1.0,,,,,,,,,,,,,
"Lantbruk, djurvård, trädgård, skog och fiske",Hållbara våtmarker i stad och på landsbygd,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1319,Beviljad,"Mariestads kommun, Dacapo Mariestad",0.0,25.0,25.0,Mariestad,Västra Götaland,Skövde-Skara,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Arbetsmetodik och verksamhetsutveckling för administratörer ,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1320,Avslag,"Kunskapsförbundet Väst, Vuxenutbildningen",0.0,0.0,0.0,Vänersborg,Västra Götaland,Trollhättan-Vänersborg,1.0,1.0,1.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,Symtomlindring och vård i livets slut,60.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1321,Beviljad,"Kunskapsförbundet Väst, Vuxenutbildningen",30.0,60.0,90.0,Vänersborg,Västra Götaland,Trollhättan-Vänersborg,1.0,1.0,1.0,,,,,,,,,,,,,
Teknik och tillverkning,Solenergilagring,60.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1322,Beviljad,Nercia Utbildning,30.0,30.0,60.0,Västerås,Västmanland,Västerås,1.0,1.0,1.0,,,,,,,,,,,,,
"Hotell, restaurang och turism",Revenue Management för besöksnäringen,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1323,Beviljad,IHM Business School AB Göteborg,0.0,40.0,40.0,Göteborg,Västra Götaland,Göteborg,1.0,1.0,1.0,,,,,,,,,,,,,
Teknik och tillverkning,"Mathantverk – hållbar företagsutveckling inom bär-, frukt- och grönsaksförädling ",40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1324,Avslag,Torsta AB,0.0,0.0,0.0,Krokom,Jämtland,Östersund,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Hållbara säljprocesser för teknikbranschen,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1325,Avslag,Nercia Utbildning,0.0,0.0,0.0,Västerås,Västmanland,Västerås,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Inköpsanalytiker,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1327,Avslag,One Academy AB,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Fuktteknik och skadeutredning,80.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1328,Beviljad,YrkesAkademin YH AB,25.0,25.0,50.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",3.0,3.0,3.0,,,,,,,,,,,,,
Data/IT,Cloud Native Computing,60.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1330,Beviljad,YrkesAkademin YH AB,0.0,60.0,60.0,Sundsvall,Västernorrland,Sundsvall,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Hållbara Inköp,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1342,Beviljad,One Academy AB,20.0,50.0,70.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Projektering solenergi ,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1345,Avslag,Nercia Utbildning,0.0,0.0,0.0,Norrköping,Östergötland,Linköping-Norrköping,1.0,1.0,1.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,"Palliativ vård för undersköterskor, fördjupning",50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1347,Avslag,Stiftelsen Sveriges Katolska Folkhögskola,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,Funktionsnedsättningar i ett helhetsperspektiv,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1348,Beviljad,"Landskrona Stad, Yrkeshögskolan Landskrona",0.0,30.0,30.0,Landskrona,Skåne,Malmö-Lund,1.0,1.0,1.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,Välfärdsteknologi för undersköterskor,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1349,Beviljad,"Kunskapsförbundet Väst, Vuxenutbildningen",30.0,60.0,90.0,Vänersborg,Västra Götaland,Trollhättan-Vänersborg,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Dialog och förhandling inom offentlig upphandling,15.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1353,Avslag,One Academy AB,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Detaljutformning för arkitekter,25.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1354,Avslag,Campus Nyköping,0.0,0.0,0.0,Nyköping,Södermanland,Nyköping-Oxelösund,1.0,1.0,1.0,,,,,,,,,,,,,
Juridik,Juridik för småföretagare,11.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1356,Avslag,Hantverksakademin i Sverige AB,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Ekonomisk redovisning för småföretagare,8.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1357,Avslag,Hantverksakademin i Sverige AB,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Cirkulärt byggande och återbruk ,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1362,Beviljad,Nackademin AB,40.0,80.0,120.0,Solna,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Säkerhetstjänster,Data- och telesäkerhet,70.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1363,Avslag,INSU AB,0.0,0.0,0.0,Nyköping,Södermanland,Nyköping-Oxelösund,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Energieffektiviserings- och hållbarhetsrådgivning,90.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1364,Avslag,INSU AB,0.0,0.0,0.0,Nyköping,Södermanland,Nyköping-Oxelösund,1.0,1.0,1.0,,,,,,,,,,,,,
Teknik och tillverkning,Energioptimering och driftsättning av värmepumpar och kylaggregat,65.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1365,Avslag,INSU AB,0.0,0.0,0.0,Katrineholm,Södermanland,Eskilstuna,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Installationssamordning,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1366,Avslag,INSU AB,0.0,0.0,0.0,Nyköping,Södermanland,Nyköping-Oxelösund,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Solenergiprojektering,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1367,Beviljad,INSU AB,35.0,35.0,70.0,Nyköping,Södermanland,Nyköping-Oxelösund,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Sprinklerprojektering,80.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1368,Avslag,INSU AB,0.0,0.0,0.0,Katrineholm,Södermanland,Eskilstuna,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Ventilationsinjustering,80.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1369,Beviljad,INSU AB,35.0,35.0,70.0,Katrineholm,Södermanland,Eskilstuna,1.0,1.0,1.0,,,,,,,,,,,,,
Journalistik och information,UX-writing,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1372,Beviljad,Nackademin AB,80.0,120.0,200.0,Solna,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Teknik och tillverkning,Effektivisering av biogasprocessen,65.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1374,Beviljad,Plushögskolan AB - Teknikhögskolan,40.0,60.0,100.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
Pedagogik och undervisning,Barn med neuropsykiatriska funktionsnedsättningar med fokus på skolnärvaro,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1376,Avslag,Stockholms Stadsmission,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Data/IT,Strategisk informations - och IT säkerhet,75.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1378,Avslag,Plushögskolan AB - Teknikhögskolan Mitt,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",5.0,5.0,4.0,,,,,,,,,,,,,
Teknik och tillverkning,"Automation, styrning och övervakning",40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1383,Beviljad,Lernia Utbildning AB,25.0,45.0,70.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",3.0,3.0,3.0,,,,,,,,,,,,,
Teknik och tillverkning,CNC-teknik: CAD & CAM,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1387,Beviljad,Lernia Utbildning AB,16.0,24.0,40.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",3.0,3.0,3.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,Bostad först för yrkesverksamma,25.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1388,Avslag,Stockholms Stadsmission,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
"Lantbruk, djurvård, trädgård, skog och fiske",Stadsnära landskapsvård- skötsel med fokus på det biologiska kulturarvet,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1391,Avslag,"Mariestads kommun, Dacapo Mariestad",0.0,0.0,0.0,Mariestad,Västra Götaland,Skövde-Skara,1.0,1.0,1.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,Specialiserad undersköterska/stödassistent inom välfärdsteknologi,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1395,Beviljad,"Skövde kommun, Skövde Yrkeshögskola",35.0,35.0,70.0,Skövde,Västra Götaland,Skövde-Skara,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Fastighetsautomation,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1396,Beviljad,John Ericsson Institutet,35.0,35.0,70.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Energieffektivisering och driftoptimering,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1397,Beviljad,John Ericsson Institutet,30.0,35.0,65.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Digital transformation för fastighetsbranschen,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1398,Beviljad,John Ericsson Institutet,0.0,40.0,40.0,Malmö,Skåne,Malmö-Lund,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,BIM-projektering Byggnad ,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1399,Beviljad,Stiftelsen Stockholms Tekniska Institut,0.0,60.0,60.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Lagstiftning och kommunal sektor för administratörer ,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1400,Avslag,"Kunskapsförbundet Väst, Vuxenutbildningen",0.0,0.0,0.0,Vänersborg,Västra Götaland,Trollhättan-Vänersborg,1.0,1.0,1.0,,,,,,,,,,,,,
Pedagogik och undervisning,Pedagogiskt förhållningssätt inom vård och omsorg,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1405,Avslag,"Uddevalla kommun, Uddevalla Yrkeshögskola",0.0,0.0,0.0,Uddevalla,Västra Götaland,Trollhättan-Vänersborg,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Redovisningsekonomens roll i hållbart ledningsgruppsarbete,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1406,Beviljad,Kunskap & Kompetens i Sverige AB,30.0,30.0,60.0,Umeå,Västerbotten,Umeå,1.0,1.0,1.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,Psykiatri bas och bredd,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1411,Avslag,"Region Kronoberg, YH Region Kronoberg",0.0,0.0,0.0,Växjö,Kronoberg,Växjö,1.0,1.0,1.0,,,,,,,,,,,,,
"Hotell, restaurang och turism",Food & Beverage Management Executive ,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1412,Beviljad,YrkesAkademin YH AB,0.0,20.0,20.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",5.0,5.0,5.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,"Kompetensutveckling av GIS, Steg 2 - Insamling och presentation",30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1415,Avslag,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,0.0,0.0,0.0,Gävle,Gävleborg,Gävle,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Affärsutveckling för småskalig livsmedelsproduktion,43.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1416,Avslag,Hushållningssällskapet Kalmar Kronoberg Blekinge - Gamlebygymnasiet,0.0,0.0,0.0,Västervik,Kalmar,Västervik,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digital affärsutveckling,45.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1417,Avslag,"Vilhelmina kommun, Vilhelmina Lärcentrum",0.0,0.0,0.0,Vilhelmina,Västerbotten,Vilhelmina,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Förändringsledning för hållbart företagande,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1418,Beviljad,Stockholm School of Business,30.0,60.0,90.0,Malmö,Skåne,Malmö-Lund,1.0,1.0,1.0,,,,,,,,,,,,,
Hälso- och sjukvård samt socialt arbete,"Etik, bemötande och kommunikation inom tandvården",35.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1422,Avslag,TUC Sweden AB - Yrkeshögskola,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Miljö- och hållbarhetskoordination,85.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1423,Avslag,Stockholms Internationella Handelsskola AB,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Ansvarsfull handel,85.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1424,Avslag,Stockholms Internationella Handelsskola AB,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,"Kompetensutveckling av GIS, Steg 1- Bas",30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1425,Avslag,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,0.0,0.0,0.0,Gävle,Gävleborg,Gävle,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Hållbar entreprenadupphandling,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1428,Avslag,Stockholms Internationella Handelsskola AB,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Järnvägsprojektering,50.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1431,Beviljad,Stiftelsen Stockholms Tekniska Institut,0.0,50.0,50.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Energieffektiviseringsteknik,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1435,Avslag,Företagsekonomiska Institutet 1888 AB,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
Teknik och tillverkning,Relä och kontrollanläggningar i Elkraftsystem,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1436,Beviljad,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,0.0,40.0,40.0,Västerås,Västmanland,Västerås,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Tillämpad Energiberäkning,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1438,Avslag,Företagsekonomiska Institutet 1888 AB,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Hållbarhetsredovisning och digital informations- och transaktionssäkerhet,30.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1440,Beviljad,"Göteborgs Stad, Yrgo",28.0,28.0,56.0,Göteborg,Västra Götaland,Göteborg,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Miljöcertifiering och hållbarhet inom energiledningssystem,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1441,Avslag,Företagsekonomiska Institutet 1888 AB,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Logistisk samordning,95.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1442,Avslag,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,0.0,0.0,0.0,Västerås,Västmanland,Västerås,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Hållbart ledarskap inom restaurang,45.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1443,Avslag,Företagsekonomiska Institutet 1888 AB,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
"Hotell, restaurang och turism",Hållbar mat och hälsa i Restaurangbranschen,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1445,Avslag,Företagsekonomiska Institutet 1888 AB,0.0,0.0,0.0,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",2.0,2.0,2.0,,,,,,,,,,,,,
"Hotell, restaurang och turism",Systematiskt hållbarhetsarbete för destinationer,40.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1446,Beviljad,Båstad kommun Akademi Båstad,30.0,60.0,90.0,Båstad,Skåne,Malmö-Lund,1.0,1.0,1.0,,,,,,,,,,,,,
Samhällsbyggnad och byggteknik,Energiförsörjningssystem,20.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1447,Avslag,Företagsekonomiska Institutet 1888 AB,0.0,0.0,0.0,Stockholm,Stockholm,Stockholm,1.0,1.0,1.0,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Systemförvaltning för lönekonsulter,55.0,,,,,,,,,,,resultat-2023-for-kurser-inom-yh.xlsx,Lista ansökningar,,,,,,,MYH 2023/1448,Beviljad,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,20.0,40.0,60.0,Västerås,Västmanland,Västerås,1.0,1.0,1.0,,,,,,,,,,,,,
